stop_id,stop_name,lat,lng
2051,yapral,17.50466,78.54035
2052,bapuji nagar,17.50214,78.53936
2053,ammu guda,17.49677,78.53243
2054,eme centre,17.49825,78.52726
2055,karm hi dharm,17.49624,78.52142
2056,nagadevatha temple,17.48922,78.51726
2063,Gautam nagar,17.45532,78.52987
2068,Nanda Nagar,17.44296,78.51875
2069,Addagutta,17.44572,78.51446
2074,addagutta,17.4458,78.51462
2075,nanda nagar,17.44318,78.51897
2076,Tukaram gate,17.44142,78.52224
2077,jyothi nagar,17.44382,78.52491
2078,hanumanpet,17.44626,78.52638
2079,mallikarjuna nagar,17.44918,78.52724
2080,gautam nagar,17.453,78.5289
2134,PATANCHERU,17.52891,78.26403
2126,prajay,17.52589,78.48429
4011,Musheerabad X Road,17.42066,78.50012
1361,padmasali colony,17.42092,78.4925
1360,pnt colony,17.41865,78.49124
1359,gandhi nagar,17.41627,78.49057
1358,canara bank,17.41381,78.49018
2152,Ntr Stadium,17.41009,78.4865
2153,Rk Mattum,17.41138,78.4828
1357,ashok nagar x road,17.41074,78.48891
4012,musheerabad X road,17.42077,78.50095
1802,shamshabad ,17.26202,78.38818
1826,Airport,17.25164,78.42977
2161,Pogula Gudem,17.45643,78.65909
2162,Milestone,17.44371,78.67159
2163,ShivaReddy Guda,17.445,78.67385
2164,Ghatkesar,17.45203,78.68232
2166,shivareddy guda,17.44525,78.67442
2167,milestone,17.44337,78.67165
2168,pogula gudem,17.45619,78.65927
2169,rampally  village,17.46723,78.64154
2171,rtc colony,17.47958,78.62287
3794,Rajiv Gandhi Nagar,17.35997,78.55755
3879,N I N,17.43091,78.52453
3880,N I N,17.43135,78.52476
926,ramnagar x road,17.41073,78.50749
2251,Shamshabad Market,17.26524,78.39181
1299,sumithra,17.48917,78.40888
753,HCU Depot,17.46695,78.33042
3777,Gulmohar Park,17.47796,78.31997
2450,nddc Stadium,17.45677,78.34009
2456,Himayat Sagar Village,17.33888,78.36428
2457,himayat sagar,17.32453,78.37445
2460,valantari,17.32292,78.38063
2459,rajendra nagar,17.32199,78.40171
3827,Extension,17.33002,78.40908
2453,Budvel,17.33331,78.40949
2463,rajendranagar depot ,17.33508,78.41013
4096,NPPTI,17.34283,78.41443
2464,Chinthalmet,17.35211,78.4218
2466,Pahadi,17.35203,78.42935
2468,9 number X Road,17.35577,78.43393
2470,Kishanbagh,17.35906,78.44305
3826,police quarters,17.36796,78.46617
3825,Police Quarters,17.36769,78.46621
2455,Valantari,17.32289,78.37948
2472,Salarjung museum,17.37144,78.47833
3823,Kedia Biscuit Factory,17.30339,78.43348
2475,sriram colony,17.29317,78.44178
1422,Madhuban colony,17.30124,78.43835
3824,kedia biscuit factory,17.30359,78.43319
2478,Sudarshan Theater,17.40723,78.49504
2479,Ashok nagar,17.40893,78.49003
3976,Maruthi Nagar,17.47463,78.55553
3974,Bharat nagar,17.46953,78.55326
3972,RTC colony,17.46282,78.55135
1441,P F Office,17.39356,78.49789
3973,rtc colonY,17.46275,78.55119
3975,bharat Nagar,17.46985,78.5532
3977,maruthi Nagar,17.47474,78.55525
1898,Telephone Exchange,17.48324,78.39311
2001,NTR Garden,17.41412,78.4682
2448,Kalavari Temple,17.49633,78.37407
1856,Gayathri Nagar X Road,17.33767,78.53189
1106,Panama Godown,17.3328,78.55256
1162,Chilkur,17.35735,78.29988
2005,BODUPPAL COLONY,17.42213,78.58028
2007,HANUMAN NAGAR,17.41458,78.58526
2004,Prasad IMAX,17.41463,78.46548
2192,maheshwaram,17.13454,78.43347
2193,maheshwaram bavi,17.13699,78.43701
2194,siripuram gate,17.15363,78.44756
1878,maheshwaram gate,17.17902,78.47357
1865,imam guda,17.19268,78.47502
1759,thukku guda,17.2091,78.47672
2199,sardar nagar x road,17.23265,78.4732
1863,hardware park  sheep form,17.23924,78.47298
1702,airport gate,17.2495,78.47445
1739,rci gate,17.2643,78.47585
1811,pahadi shareef,17.27133,78.47419
1876,jail pally X road,17.28348,78.47163
1746,shaheen nagar,17.296,78.47748
1855,erra kunta,17.30543,78.47427
1770,barkas,17.31749,78.47948
1801,chandrayangutta PS,17.3244,78.47978
1371,liberty,17.40513,78.47688
1796,Chandrayangutta ps,17.3243,78.47999
1854,Erra Kunta,17.30495,78.47436
1745,Shaheen Nagar,17.29564,78.47782
2200,Wadi E Huda,17.28708,78.47232
1874,Jail Pally X Road,17.28305,78.47176
1814,Pahadi Shareef,17.27091,78.47424
1737,Rci Gate,17.26375,78.47603
1733,Raviryala Gate,17.2585,78.47552
1701,Airport Gate,17.24907,78.47456
1861,Hardware Park  Sheep form,17.23912,78.47316
2189,Sardar Nagar x Road,17.23274,78.4734
1757,Thukku Guda,17.20883,78.47678
1877,Maheshwaram Gate,17.17887,78.47383
2180,Siripuram Gate,17.15359,78.44789
2182,Maheshwaram Bavi,17.13663,78.43695
2183,Maheshwaram,17.13406,78.43328
457,miyapur X road,17.50305,78.36208
1582,Old Mla QUarters,17.39778,78.48348
1355,himayat nagar,17.40115,78.48868
1356,ashok nagar park,17.40662,78.48966
1575,Chaderghat,17.38173,78.49269
2493,kachiguda kamela,17.38804,78.50279
3771,Golnaka,17.39094,78.50752
1941,rr nagar kaman,17.49492,78.43181
851,paradise,17.4438,78.49078
858,Basavatarakam Cancer Hospital,17.4171,78.42874
866,TRS Bhavan,17.41409,78.42501
3490,Pocharam X Road,17.53667,78.24329
2486,Kachiguda Kamela,17.38775,78.50268
1236,Minister road,17.44095,78.47904
1238,KIMS Hospital,17.43692,78.48227
1241,Sai Baba temple,17.43444,78.48451
871,trs bhavan,17.41839,78.42924
2499,vanasthalipuram,17.32909,78.56808
474,miyapur busdepo,17.51191,78.36145
1187,Maktha,17.51949,78.35604
1189,Bollaram X Road,17.53444,78.35742
1191,Bachupally X Road,17.54079,78.36446
1192,Indira Nagar,17.54335,78.37269
1193,Reddy Labs,17.54354,78.37783
1194,V N R College,17.54198,78.38695
1195,Bowrampet X Road,17.54939,78.40357
1196,Mailstoon,17.56256,78.41324
3763,MLR College,17.59881,78.41615
998,Masjid Banda village,17.46568,78.34209
999,Chirec School,17.46212,78.35097
1000,Sriram Nagar Hospital,17.46125,78.35277
992,gayatri nagar,17.33775,78.53205
3778,gulmohar park,17.47807,78.32038
3732,Falaknuma Depot,17.33731,78.46707
3554,laldarwaja mode,17.35076,78.47264
3553,laldarwaja,17.34682,78.47518
3548,Chatrinaka,17.34366,78.47798
3549,Uppuguda,17.34003,78.47998
3758,LB Stadium,17.39892,78.47456
3744,Charminar,17.35909,78.47369
3551,uppuguda,17.33986,78.47963
3552,chatrinaka,17.34354,78.47787
3797,nagole x road,17.37586,78.55757
3819,arunodaya nagar,17.37351,78.56352
3784,bandlaguda,17.37153,78.56969
3798,AnAnd nagar,17.36959,78.5741
3817,INDRA PRASTA ,17.3678,78.57881
3788,matthuguda,17.36666,78.58168
3814,INDU aranya pallavi,17.36626,78.58421
3812,GSI gate,17.36597,78.58557
3796,Bandlaguda depot,17.3655,78.58858
3813,Gsi gate,17.3656,78.58584
3815,indu aranya pallavi,17.36592,78.58443
3816,indra prasta,17.36747,78.57858
3786,anand nagar,17.36951,78.5738
3818,ARUNODAYA NAGAR,17.37331,78.56312
2445,Kothapet x road,17.36728,78.53972
1251,Ramnagar SBH,17.40922,78.50647
1249,Ramnagar E Seva,17.40915,78.50884
1423,katedan,17.31213,78.43855
1427,NPA,17.33085,78.43746
1431,Water Filter,17.34104,78.45035
